[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        9    0.000    0.000    0.000    0.000 overrides.py:23(set_array_function_like_doc)
      278    0.002    0.000    0.007    0.000 overrides.py:83(verify_matching_signatures)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:118(_decode_args)
        2    0.000    0.000    0.000    0.000 parse.py:120(<genexpr>)
        2    0.000    0.000    0.000    0.000 parse.py:122(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:139(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:147(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:155(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:223(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:328(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:336(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:341(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:347(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:355(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:360(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:366(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:683(parse_qs)
        1    0.000    0.000    0.000    0.000 parse.py:725(parse_qsl)
        1    0.000    0.000    0.000    0.000 parse.py:807(Quoter)
        1    0.000    0.000    0.008    0.008 parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.008    0.008 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:128(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:129(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1446(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1453(WindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        4    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.000    0.000 pathlib.py:277(_Accessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 pathlib.py:385(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:410(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:416(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:432(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:463(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:540(PurePath)
        4    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        4    0.000    0.000    0.000    0.000 pathlib.py:569(_parse_args)
        3    0.000    0.000    0.000    0.000 pathlib.py:589(_from_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:600(_from_parsed_parts)
        2    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:615(_make_child)
        2    0.000    0.000    0.000    0.000 pathlib.py:621(__str__)
        1    0.000    0.000    0.000    0.000 pathlib.py:845(joinpath)
        1    0.000    0.000    0.000    0.000 pathlib.py:865(parent)
        1    0.000    0.000    0.000    0.000 pathlib.py:922(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:932(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:94(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:945(Path)
        3    0.000    0.000    0.000    0.000 pathlib.py:957(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:972(__enter__)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:25(PeriodicExecutor)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:1137(_Unpickler)
        1    0.000    0.000    0.001    0.001 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.009    0.009 platform.py:1(<module>)
        2    0.000    0.000    0.000    0.000 platform.py:1095(python_implementation)
        1    0.000    0.000    0.000    0.000 platform.py:729(_Processor)
        5    0.000    0.000    0.000    0.000 platform.py:761(_unknown_as_blank)
        1    0.000    0.000    0.000    0.000 platform.py:767(uname_result)
        4    0.000    0.000    0.000    0.000 platform.py:814(uname)
        2    0.000    0.000    0.000    0.000 platform.py:903(system)
        1    0.000    0.000    0.000    0.000 platform.py:922(release)
        1    0.000    0.000    0.000    0.000 platform.py:940(machine)
        2    0.000    0.000    0.000    0.000 platform.py:991(_sys_version)
        2    0.000    0.000    0.002    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:29(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.006    0.006 pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pool.py:1207(_PoolClosedError)
        1    0.000    0.000    0.000    0.000 pool.py:1213(_PoolGeneration)
        1    0.000    0.000    0.000    0.000 pool.py:1244(PoolState)
        1    0.000    0.000    0.000    0.000 pool.py:1252(Pool)
        1    0.000    0.000    0.000    0.000 pool.py:373(PoolOptions)
        1    0.000    0.000    0.000    0.000 pool.py:603(_CancellationContext)
        1    0.001    0.001    0.001    0.001 pool.py:617(SocketInfo)
        1    0.000    0.000    0.000    0.000 posixpath.py:100(split)
       24    0.000    0.000    0.000    0.000 posixpath.py:117(splitext)
       27    0.000    0.000    0.000    0.000 posixpath.py:140(basename)
        5    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        4    0.000    0.000    0.000    0.000 posixpath.py:338(normpath)
        4    0.000    0.000    0.000    0.000 posixpath.py:377(abspath)
        2    0.000    0.000    0.000    0.000 posixpath.py:392(realpath)
        2    0.000    0.000    0.000    0.000 posixpath.py:401(_joinrealpath)
       91    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       25    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        6    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
       52    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.016    0.016 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:92(contextlib_nullcontext)
        1    0.000    0.000    0.002    0.002 pyopenssl_context.py:1(<module>)
        1    0.000    0.000    0.151    0.151 query.py:1(<module>)
        1    0.000    0.000    0.000    0.000 query.py:130(_HTTPTransport)
        1    0.000    0.000    0.000    0.000 query.py:1394(UDPMode)
        1    0.000    0.000    0.000    0.000 query.py:186(UnexpectedSource)
        1    0.000    0.000    0.000    0.000 query.py:190(BadResponse)
        1    0.000    0.000    0.000    0.000 query.py:194(NoDOH)
        1    0.000    0.000    0.000    0.000 query.py:199(NoDOQ)
        1    0.000    0.000    0.000    0.000 query.py:78(_NetworkBackend)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queues.py:235(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
        1    0.001    0.001    0.001    0.001 random.py:103(Random)
        4    0.000    0.000    0.000    0.000 random.py:119(__init__)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 random.py:219(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:239(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:292(randrange)
        1    0.000    0.000    0.000    0.000 random.py:366(randint)
        1    0.000    0.000    0.000    0.000 random.py:813(SystemRandom)
        2    0.000    0.000    0.000    0.000 random.py:826(getrandbits)
        3    0.000    0.000    0.000    0.000 random.py:840(seed)
        1    0.000    0.000    0.001    0.001 raw_bson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 raw_bson.py:184(_RawArrayBSONDocument)
        1    0.000    0.000    0.001    0.001 raw_bson.py:80(RawBSONDocument)
        1    0.000    0.000    0.001    0.001 rcode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rcode.py:26(Rcode)
        1    0.000    0.000    0.000    0.000 rcode.py:79(UnknownRcode)
        1    0.000    0.000    0.004    0.004 rdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rdata.py:129(Rdata)
        1    0.000    0.000    0.000    0.000 rdata.py:51(NoRelativeRdataOrdering)
        1    0.000    0.000    0.000    0.000 rdata.py:605(GenericRdata)
        1    0.000    0.000    0.000    0.000 rdata.py:849(RdatatypeExists)
        1    0.000    0.000    0.000    0.000 rdataclass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rdataclass.py:24(RdataClass)
        1    0.000    0.000    0.000    0.000 rdataclass.py:57(UnknownRdataclass)
        1    0.000    0.000    0.001    0.001 rdataset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rdataset.py:374(ImmutableRdataset)
        1    0.000    0.000    0.000    0.000 rdataset.py:38(DifferingCovers)
        1    0.000    0.000    0.000    0.000 rdataset.py:43(IncompatibleTypes)
        1    0.000    0.000    0.000    0.000 rdataset.py:47(Rdataset)
        1    0.000    0.000    0.002    0.002 rdatatype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rdatatype.py:159(UnknownRdatatype)
        1    0.000    0.000    0.001    0.001 rdatatype.py:26(RdataType)
      113    0.000    0.000    0.001    0.000 re.py:187(match)
        6    0.000    0.000    0.000    0.000 re.py:197(search)
       14    0.000    0.000    0.000    0.000 re.py:202(sub)
       14    0.000    0.000    0.000    0.000 re.py:222(split)
      105    0.000    0.000    0.035    0.000 re.py:249(compile)
       35    0.000    0.000    0.000    0.000 re.py:269(escape)
      252    0.001    0.000    0.036    0.000 re.py:288(_compile)
        1    0.000    0.000    0.000    0.000 read_concern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 read_concern.py:20(ReadConcern)
        1    0.000    0.000    0.000    0.000 read_concern.py:34(__init__)
        1    0.000    0.000    0.001    0.001 read_preferences.py:1(<module>)
        1    0.000    0.000    0.000    0.000 read_preferences.py:100(_ServerMode)
        5    0.000    0.000    0.000    0.000 read_preferences.py:105(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:254(Primary)
        1    0.000    0.000    0.000    0.000 read_preferences.py:266(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:282(PrimaryPreferred)
        1    0.000    0.000    0.000    0.000 read_preferences.py:312(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:330(Secondary)
        1    0.000    0.000    0.000    0.000 read_preferences.py:355(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:370(SecondaryPreferred)
        1    0.000    0.000    0.000    0.000 read_preferences.py:399(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:419(Nearest)
        5    0.000    0.000    0.000    0.000 read_preferences.py:43(_validate_tag_sets)
        1    0.000    0.000    0.000    0.000 read_preferences.py:444(__init__)
        1    0.000    0.000    0.000    0.000 read_preferences.py:459(_AggWritePref)
        1    0.000    0.000    0.000    0.000 read_preferences.py:526(ReadPreference)
        1    0.000    0.000    0.000    0.000 read_preferences.py:593(MovingAverage)
        5    0.000    0.000    0.000    0.000 read_preferences.py:71(_validate_max_staleness)
        5    0.000    0.000    0.000    0.000 read_preferences.py:85(_validate_hedge)
        1    0.000    0.000    0.001    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 readers.py:108(NamespaceReader)
        1    0.000    0.000    0.000    0.000 readers.py:11(FileReader)
