[(1, [61])]
         330309 function calls (319485 primitive calls) in 2.894 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:59(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:62(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:69(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:75(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(_GiveupOnFastCopy)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       77    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
       78    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        6    0.000    0.000    0.000    0.000 signal.py:49(decorator)
       76    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.004    0.004 socket.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 socket.py:662(SocketIO)
      406    0.000    0.000    0.000    0.000 socket.py:78(<lambda>)
      407    0.000    0.000    0.000    0.000 socket.py:83(<lambda>)
      408    0.000    0.000    0.000    0.000 socket.py:88(<lambda>)
      409    0.000    0.000    0.000    0.000 socket.py:93(<lambda>)
        1    0.000    0.000    0.000    0.000 socket_checker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket_checker.py:36(SocketChecker)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 son.py:1(<module>)
       10    0.000    0.000    0.000    0.000 son.py:145(update)
        1    0.000    0.000    0.001    0.001 son.py:49(SON)
        5    0.000    0.000    0.000    0.000 son.py:59(__init__)
        5    0.000    0.000    0.000    0.000 son.py:69(__new__)
       26    0.000    0.000    0.000    0.000 son.py:80(__setitem__)
        1    0.000    0.000    0.001    0.001 sqlight_storage.py:1(<module>)
        1    0.000    0.000    0.002    0.002 sqlite_db_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqlite_db_utils.py:133(get_index_triplets)
        1    0.000    0.000    0.000    0.000 sqlitedict.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sqlitedict.py:145(SqliteDict)
        1    0.000    0.000    0.000    0.000 sqlitedict.py:427(SqliteMultithread)
      272    0.001    0.000    0.001    0.000 sre_compile.py:265(_compile_charset)
      272    0.003    0.000    0.004    0.000 sre_compile.py:292(_optimize_charset)
       54    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
       54    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
        5    0.000    0.000    0.000    0.000 sre_compile.py:440(_bytes_to_codes)
      263    0.000    0.000    0.001    0.000 sre_compile.py:447(_simple)
       18    0.000    0.000    0.000    0.000 sre_compile.py:456(_generate_overlap_table)
      183    0.000    0.000    0.000    0.000 sre_compile.py:477(_get_iscased)
   113/88    0.000    0.000    0.000    0.000 sre_compile.py:485(_get_literal_prefix)
       70    0.000    0.000    0.000    0.000 sre_compile.py:516(_get_charset_prefix)
      105    0.001    0.000    0.003    0.000 sre_compile.py:560(_compile_info)
      210    0.000    0.000    0.000    0.000 sre_compile.py:619(isstring)
      105    0.000    0.000    0.013    0.000 sre_compile.py:622(_code)
      105    0.001    0.000    0.034    0.000 sre_compile.py:783(compile)
      175    0.000    0.000    0.000    0.000 sre_compile.py:81(_combine_flags)
  570/105    0.004    0.000    0.009    0.000 sre_compile.py:87(_compile)
        2    0.000    0.000    0.000    0.000 sre_parse.py:102(checklookbehindgroup)
      635    0.000    0.000    0.000    0.000 sre_parse.py:112(__init__)
     1282    0.000    0.000    0.001    0.000 sre_parse.py:161(__len__)
     3554    0.002    0.000    0.002    0.000 sre_parse.py:165(__getitem__)
      272    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      972    0.000    0.000    0.001    0.000 sre_parse.py:173(append)
  697/235    0.002    0.000    0.002    0.000 sre_parse.py:175(getwidth)
      105    0.000    0.000    0.000    0.000 sre_parse.py:225(__init__)
     4168    0.002    0.000    0.002    0.000 sre_parse.py:234(__next)
     1614    0.001    0.000    0.001    0.000 sre_parse.py:250(match)
     3256    0.001    0.000    0.003    0.000 sre_parse.py:255(get)
       19    0.000    0.000    0.000    0.000 sre_parse.py:259(getwhile)
       35    0.000    0.000    0.000    0.000 sre_parse.py:268(getuntil)
      868    0.000    0.000    0.001    0.000 sre_parse.py:287(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:289(seek)
      102    0.000    0.000    0.000    0.000 sre_parse.py:296(_class_escape)
      204    0.000    0.000    0.000    0.000 sre_parse.py:356(_escape)
      162    0.000    0.000    0.000    0.000 sre_parse.py:433(_uniq)
  272/105    0.001    0.000    0.019    0.000 sre_parse.py:436(_parse_sub)
  344/142    0.007    0.000    0.018    0.000 sre_parse.py:494(_parse)
      105    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      473    0.000    0.000    0.000    0.000 sre_parse.py:82(groups)
      130    0.000    0.000    0.000    0.000 sre_parse.py:85(opengroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:868(_parse_flags)
      105    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
      105    0.001    0.000    0.020    0.000 sre_parse.py:944(parse)
      130    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        1    0.000    0.000    0.184    0.184 srv_resolver.py:1(<module>)
        1    0.000    0.000    0.000    0.000 srv_resolver.py:54(_SrvResolver)
        1    0.000    0.000    0.011    0.011 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1002(SSLSocket)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
      128    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:159(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:169(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:183(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 ssl.py:224(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 ssl.py:452(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:457(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:473(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:480(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:841(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl_context.py:1(<module>)
        1    0.000    0.000    0.003    0.003 ssl_support.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:35(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:409(SSLProtocol)
        1    0.000    0.000    0.002    0.002 staggered.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stapled.py:21(StapledByteStream)
        1    0.000    0.000    0.000    0.000 stapled.py:57(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 stapled.py:93(MultiListener)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:117(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:181(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:294(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:374(StreamReader)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:159(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.004    0.002 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:101(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:104(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:115(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:141(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:648(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:702(Popen)
        1    0.000    0.000    0.002    0.002 svcbbase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 svcbbase.py:156(Param)
        1    0.000    0.000    0.000    0.000 svcbbase.py:165(GenericParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:198(MandatoryParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:23(UnknownParamKey)
        1    0.000    0.000    0.000    0.000 svcbbase.py:237(ALPNParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:266(NoDefaultALPNParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:27(ParamKey)
        1    0.000    0.000    0.000    0.000 svcbbase.py:296(PortParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:318(IPv4HintParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:346(IPv6HintParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:374(ECHParam)
        1    0.000    0.000    0.000    0.000 svcbbase.py:428(SVCBBase)
        1    0.000    0.000    0.000    0.000 svcbbase.py:56(Emptiness)
        1    0.000    0.000    0.002    0.002 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync.py:20(SyncStream)
        1    0.000    0.000    0.000    0.000 sync.py:79(SyncBackend)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:655(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:75(Task)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:598(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:800(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:944(TemporaryDirectory)
        1    0.008    0.008    2.895    2.895 test_img_search.py:1(<module>)
        1    0.000    0.000    2.421    2.421 test_img_search.py:3(main)
        4    0.000    0.000    0.000    0.000 textwrap.py:422(dedent)
        1    0.000    0.000    0.001    0.001 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 thread.py:112(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 thread.py:118(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
       24    0.000    0.000    0.000    0.000 threading.py:1129(name)
        1    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1301(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1354(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1384(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1386(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1405(_DummyThread)
       24    0.000    0.000    0.000    0.000 threading.py:1430(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:1493(_register_atexit)
        1    0.000    0.000    0.000    0.000 threading.py:224(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:493(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:534(Event)
        1    0.000    0.000    0.000    0.000 threading.py:545(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:568(set)
        1    0.000    0.000    0.000    0.000 threading.py:622(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:776(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:800(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 threading.py:810(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:816(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:827(__init__)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:983(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:986(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timestamp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timestamp.py:27(Timestamp)
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tls.py:24(TLSAttribute)
        1    0.000    0.000    0.000    0.000 tls.py:241(TLSListener)
        1    0.000    0.000    0.000    0.000 tls.py:52(TLSStream)
        1    0.000    0.000    0.028    0.028 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenizer.py:198(Tokenizer)
        1    0.000    0.000    0.000    0.000 tokenizer.py:40(UngetBufferFull)
        1    0.000    0.000    0.000    0.000 tokenizer.py:44(Token)
        1    0.000    0.000    0.002    0.002 topology.py:1(<module>)
        1    0.001    0.001    0.001    0.001 topology.py:78(Topology)
        1    0.000    0.000    0.000    0.000 topology.py:863(_ErrorContext)
        1    0.000    0.000    0.001    0.001 topology_description.py:1(<module>)
        1    0.000    0.000    0.000    0.000 topology_description.py:32(_TopologyType)
        1    0.000    0.000    0.000    0.000 topology_description.py:50(TopologyDescription)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.001    0.001    0.001    0.001 traceback.py:243(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:335(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:457(TracebackException)
        1    0.000    0.000    0.000    0.000 traceback.py:87(_Sentinel)
        1    0.000    0.000    0.002    0.002 transaction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transaction.py:106(Transaction)
        1    0.000    0.000    0.000    0.000 transaction.py:17(TransactionManager)
        1    0.000    0.000    0.000    0.000 transaction.py:72(DeleteNotExact)
        1    0.000    0.000    0.000    0.000 transaction.py:76(ReadOnly)
        1    0.000    0.000    0.000    0.000 transaction.py:80(AlreadyEnded)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.001    0.001 tsig.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tsig.py:105(GSSTSig)
        1    0.000    0.000    0.000    0.000 tsig.py:136(GSSTSigAdapter)
        1    0.000    0.000    0.000    0.000 tsig.py:168(HMACTSig)
        1    0.000    0.000    0.000    0.000 tsig.py:31(BadTime)
        1    0.000    0.000    0.000    0.000 tsig.py:336(Key)
        1    0.000    0.000    0.000    0.000 tsig.py:36(BadSignature)
        1    0.000    0.000    0.000    0.000 tsig.py:41(BadKey)
        1    0.000    0.000    0.000    0.000 tsig.py:46(BadAlgorithm)
        1    0.000    0.000    0.000    0.000 tsig.py:51(PeerError)
        1    0.000    0.000    0.000    0.000 tsig.py:56(PeerBadKey)
        1    0.000    0.000    0.000    0.000 tsig.py:61(PeerBadSignature)
        1    0.000    0.000    0.000    0.000 tsig.py:66(PeerBadTime)
        1    0.000    0.000    0.000    0.000 tsig.py:71(PeerBadTruncation)
        1    0.000    0.000    0.000    0.000 ttl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ttl.py:32(BadTTL)
        1    0.000    0.000    0.002    0.002 twodim_base.py:1(<module>)
        1    0.000    0.000    0.001    0.001 type_check.py:1(<module>)
       80    0.000    0.000    0.000    0.000 types.py:176(__get__)
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
      740    0.004    0.000    0.025    0.000 typing.py:1016(__init__)
     2785    0.001    0.000    0.001    0.000 typing.py:1022(<genexpr>)
     2131    0.001    0.000    0.001    0.000 typing.py:1031(__eq__)
2614/1613    0.001    0.000    0.003    0.000 typing.py:1037(__hash__)
    45/12    0.000    0.000    0.003    0.000 typing.py:1046(__getitem__)
      102    0.000    0.000    0.000    0.000 typing.py:1053(<genexpr>)
       66    0.000    0.000    0.000    0.000 typing.py:1055(<genexpr>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
       33    0.000    0.000    0.001    0.000 typing.py:1083(copy_with)
     10/6    0.000    0.000    0.000    0.000 typing.py:1088(__repr__)
     10/6    0.000    0.000    0.000    0.000 typing.py:1093(<listcomp>)
       58    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
      178    0.001    0.000    0.007    0.000 typing.py:1138(__getitem__)
      427    0.000    0.000    0.002    0.000 typing.py:1143(<genexpr>)
      262    0.000    0.000    0.006    0.000 typing.py:1147(copy_with)
        4    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
        2    0.000    0.000    0.000    0.000 typing.py:1171(__repr__)
       24    0.000    0.000    0.001    0.000 typing.py:1188(copy_with)
       40    0.000    0.000    0.001    0.000 typing.py:1194(__getitem__)
       24    0.000    0.000    0.001    0.000 typing.py:1208(__getitem_inner__)
       51    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
       84    0.000    0.000    0.004    0.000 typing.py:1223(__getitem__)
      268    0.000    0.000    0.001    0.000 typing.py:1234(<genexpr>)
       12    0.000    0.000    0.001    0.000 typing.py:1239(copy_with)
      995    0.000    0.000    0.001    0.000 typing.py:1242(__eq__)
 1621/742    0.002    0.000    0.003    0.000 typing.py:1247(__hash__)
        9    0.000    0.000    0.000    0.000 typing.py:1250(__repr__)
      187    0.000    0.000    0.000    0.000 typing.py:1272(_value_and_type_iter)
     1879    0.001    0.000    0.001    0.000 typing.py:1273(<genexpr>)
      234    0.000    0.000    0.000    0.000 typing.py:1278(__eq__)
      144    0.001    0.000    0.002    0.000 typing.py:1284(__hash__)
       65    0.000    0.000    0.005    0.000 typing.py:1323(__class_getitem__)
      130    0.000    0.000    0.000    0.000 typing.py:1330(<genexpr>)
       32    0.000    0.000    0.000    0.000 typing.py:1333(<genexpr>)
       98    0.000    0.000    0.000    0.000 typing.py:1342(<genexpr>)
       57    0.000    0.000    0.001    0.000 typing.py:1350(__init_subclass__)
     1665    0.001    0.000    0.002    0.000 typing.py:137(_type_convert)
        1    0.000    0.000    0.000    0.000 typing.py:1430(_no_init_or_replace_init)
     1513    0.005    0.000    0.011    0.000 typing.py:146(_type_check)
       10    0.000    0.000    0.000    0.000 typing.py:1549(__init_subclass__)
       20    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        5    0.000    0.000    0.000    0.000 typing.py:1712(runtime_checkable)
       15    0.000    0.000    0.000    0.000 typing.py:1737(cast)
        2    0.000    0.000    0.000    0.000 typing.py:180(_is_param_expr)
    27/17    0.000    0.000    0.000    0.000 typing.py:185(_type_repr)
       38    0.000    0.000    0.000    0.000 typing.py:2018(overload)
        2    0.000    0.000    0.000    0.000 typing.py:2047(final)
      791    0.005    0.000    0.007    0.000 typing.py:206(_collect_type_vars)
      667    0.000    0.000    0.000    0.000 typing.py:219(<listcomp>)
      272    0.000    0.000    0.000    0.000 typing.py:223(_check_generic)
       12    0.000    0.000    0.002    0.000 typing.py:2247(_make_nmtuple)
       12    0.000    0.000    0.000    0.000 typing.py:2248(<listcomp>)
       12    0.000    0.000    0.000    0.000 typing.py:2249(<dictcomp>)
       11    0.000    0.000    0.002    0.000 typing.py:2267(__new__)
       11    0.000    0.000    0.000    0.000 typing.py:2280(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2291(NamedTuple)
       11    0.000    0.000    0.000    0.000 typing.py:2328(_namedtuple_mro_entries)
        2    0.000    0.000    0.000    0.000 typing.py:2338(__new__)
        2    0.000    0.000    0.000    0.000 typing.py:2356(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2448(<lambda>)
      356    0.001    0.000    0.002    0.000 typing.py:253(_deduplicate)
      313    0.001    0.000    0.004    0.000 typing.py:267(_remove_dups_flatten)
       43    0.001    0.000    0.001    0.000 typing.py:284(_flatten_literal_params)
2647/2458    0.003    0.000    0.055    0.000 typing.py:306(inner)
       40    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
      132    0.000    0.000    0.000    0.000 typing.py:380(__repr__)
  442/313    0.000    0.000    0.025    0.000 typing.py:401(__getitem__)
       43    0.000    0.000    0.006    0.000 typing.py:407(__getitem__)
      313    0.002    0.000    0.023    0.000 typing.py:483(Union)
     1143    0.001    0.000    0.006    0.000 typing.py:515(<genexpr>)
      129    0.000    0.000    0.009    0.000 typing.py:523(Optional)
       43    0.001    0.000    0.005    0.000 typing.py:532(Literal)
      491    0.000    0.000    0.000    0.000 typing.py:560(<genexpr>)
       63    0.000    0.000    0.001    0.000 typing.py:664(__init__)
      395    0.000    0.000    0.000    0.000 typing.py:705(__eq__)
      394    0.000    0.000    0.000    0.000 typing.py:714(__hash__)
       51    0.000    0.000    0.000    0.000 typing.py:722(__init__)
       51    0.000    0.000    0.001    0.000 typing.py:801(__init__)
       53    0.000    0.000    0.000    0.000 typing.py:810(<genexpr>)
     6273    0.003    0.000    0.006    0.000 typing.py:935(_is_dunder)
      740    0.001    0.000    0.008    0.000 typing.py:947(__init__)
        8    0.000    0.000    0.000    0.000 typing.py:964(__mro_entries__)
     6273    0.007    0.000    0.013    0.000 typing.py:986(__setattr__)
        2    0.000    0.000    0.000    0.000 typings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz_util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz_util.py:23(FixedOffset)
        1    0.000    0.000    0.000    0.000 tz_util.py:31(__init__)
        1    0.000    0.000    0.000    0.000 tz_util.py:41(utcoffset)
        2    0.000    0.000    0.000    0.000 tz_util.py:47(dst)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.002    0.002 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1096(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1201(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1326(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1415(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 unix_events.py:447(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:583(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:788(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 unix_events.py:812(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:891(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:969(BaseChildWatcher)
        1    0.000    0.000    0.191    0.191 uri_parser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:115(Bitmap)
        1    0.000    0.000    0.000    0.000 util.py:30(Gateway)
        2    0.000    0.000    0.012    0.006 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:104(_Deprecate)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
        4    0.000    0.000    0.000    0.000 uuid.py:138(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:78(SafeUUID)
        1    0.000    0.000    0.000    0.000 uuid.py:84(UUID)
        4    0.000    0.000    0.004    0.001 version.py:1(<module>)
        3    0.000    0.000    0.001    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:290(update)
        4    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:496(popitem)
        1    0.000    0.000    0.000    0.000 wire.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wire.py:11(Parser)
        1    0.000    0.000    0.029    0.029 write_concern.py:1(<module>)
        1    0.000    0.000    0.000    0.000 write_concern.py:30(WriteConcern)
        1    0.000    0.000    0.000    0.000 write_concern.py:58(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wsgi.py:25(WSGIByteStream)
        1    0.000    0.000    0.000    0.000 wsgi.py:39(WSGITransport)
        1    0.000    0.000    0.004    0.004 xfr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xfr.py:32(TransferError)
        1    0.000    0.000    0.000    0.000 xfr.py:41(SerialWentBackwards)
        1    0.000    0.000    0.000    0.000 xfr.py:45(UseTCP)
        1    0.000    0.000    0.000    0.000 xfr.py:49(Inbound)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1107(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1946(PyZipFile)
